epoch,train_loss,val_loss,train_rmse_raw,val_rmse_raw,train_rmse_clamped,val_rmse_clamped,train_mae_raw,val_mae_raw,train_mae_clamped,val_mae_clamped,train_mse_raw,val_mse_raw,train_nse_raw,val_nse_raw,val_csi_gamma_0_001_raw,val_csi_gamma_0_001_clamped,val_csi_gamma_0_01_raw,val_csi_gamma_0_01_clamped,val_path_iou_gamma_0_001_raw,val_path_iou_gamma_0_001_clamped,val_path_iou_gamma_0_01_raw,val_path_iou_gamma_0_01_clamped,train_pred_min,val_pred_min,train_pred_max,val_pred_max,train_pred_mean,val_pred_mean,train_negative_prediction_ratio,val_negative_prediction_ratio,train_target_mean,val_target_mean,learning_rate,epoch_time_sec
1,0.002952093308213607,0.009879108178246693,0.01223313457107806,0.022378531131190028,0.01221739438078726,0.02237566668285617,0.0038497869974618284,0.013608495862690764,0.003775088169253151,0.013589668033383519,0.00014964958143410517,0.0005007986555896413,0.9971972377490885,0.9987385207945206,0.75434808907757,0.75434808907757,0.7794327815971054,0.7794327815971054,0.017586822444134707,0.017586822444134707,0.01666778325081162,0.01666778325081162,-0.006909385323524475,-0.03204444795846939,6.207057952880859,18.77120590209961,0.012610852718353271,0.28740835189819336,0.7720191478729248,0.0030790504533797503,0.021749135106801987,0.287799209356308,0.0001,2329.7329575299955
2,0.0028345019366109035,0.012697939678807469,0.011987016114531669,0.02537110246872817,0.011986305367650173,0.025369430131582858,0.0035948450988407227,0.015741033792457157,0.003590776907526134,0.015722079385251813,0.0001436885553300419,0.0006436928404787047,0.9973088808289173,0.9983785796468967,0.7288572910628035,0.7288572910628035,0.7634488698803288,0.7634488698803288,0.015179199637050845,0.015179199637050845,0.015365106765679475,0.015365106765679475,-0.007544964551925659,-0.033923469483852386,11.260085105895996,18.92700958251953,0.05106806382536888,0.28956368565559387,0.0016802321188151836,0.004187769256532192,0.05037530139088631,0.287799209356308,0.0001,2294.5701774860063
3,0.0028041196389875424,0.011325791185977412,0.01192260020649858,0.023961112771910726,0.011921650076220317,0.023956096314310175,0.0035667712943652547,0.013929168620743684,0.0035607459811415536,0.013876311648020504,0.00014214839568399998,0.0005741349252682234,0.9973377262158147,0.998553791506264,0.7766267257973405,0.7766267257973405,0.8067627122115156,0.8067627122115156,0.018598783775931757,0.018598783775931757,0.01711732021843116,0.01711732021843116,-0.00984346866607666,-0.061590828001499176,10.700087547302246,18.99322509765625,0.04556408151984215,0.2873685956001282,0.00340823526494205,0.013143506832420826,0.043697524815797806,0.287799209356308,0.0001,2300.8036309119925
4,0.0027845632826199677,0.012721357711901268,0.01188095244629529,0.02539448674797191,0.011879767990161385,0.025390578839975413,0.003539430702620897,0.015508059402033923,0.003532084197075642,0.015468907024117379,0.00014115703103113008,0.0006448799571929211,0.9973562933233141,0.9983755893771891,0.7744728348523966,0.7744728348523966,0.7755847433344912,0.7755847433344912,0.017370128794259445,0.017370128794259445,0.015350879028813888,0.015350879028813888,-0.030609995126724243,-0.07186698168516159,15.089327812194824,18.94401741027832,0.13220727443695068,0.2893228828907013,0.020620083436369896,0.009606724604964256,0.13240578770637512,0.287799209356308,0.0001,2314.081290668997
5,0.00277074230313026,0.011420421242969585,0.011851430626772918,0.02406100535310228,0.011850206359174558,0.02405564027041485,0.003527760874563133,0.01446294237395979,0.0035197533099666045,0.014406905706891498,0.0001404564079012111,0.0005789319786020166,0.9973694151708726,0.9985417080412614,0.7836327268983615,0.7836327268983615,0.7977579165002552,0.7977579165002552,0.015874616566960997,0.015874616566960997,0.016634138858896783,0.016634138858896783,-0.012578807771205902,-0.041322894394397736,10.781559944152832,18.759990692138672,0.08388223499059677,0.2883341610431671,0.020657865330576897,0.01357083860784769,0.08184877783060074,0.287799209356308,0.0001,2312.0103162940068
6,0.0027600901089741515,0.013015965483717475,0.011828627114896724,0.025686853105919102,0.011827406536901812,0.02568233283274912,0.003515109351329602,0.01593135841643492,0.0035073622387765445,0.01590600005653739,0.00013991641942327,0.0006598144224850658,0.9973795285271988,0.9983379704315295,0.7607532017319389,0.7607532017319389,0.7689904442662487,0.7689904442662487,0.017590791910716743,0.017590791910716743,0.015799276235074034,0.015799276235074034,-0.004125095903873444,-0.1364937126636505,5.643074989318848,19.00732421875,0.02552070841193199,0.2900327742099762,0.0035176740493625402,0.0053216759115457535,0.030077029019594193,0.287799209356308,0.0001,2322.5887972240016
7,0.002746242121904357,0.01349492491149873,0.011798916397576287,0.026155193817065728,0.011797732400039599,0.026150897515291278,0.003509660693525521,0.016141112101222835,0.003500901184282146,0.01611526100100576,0.0001392144281569946,0.0006840941636082732,0.9973926760130873,0.9982768113445402,0.7426640353708734,0.7426640353708734,0.7741391914373688,0.7741391914373688,0.016542876982170357,0.016542876982170357,0.016463818563345372,0.016463818563345372,-0.013314478099346161,-0.10650912672281265,11.312448501586914,19.01275062561035,0.0894455835223198,0.29010891914367676,0.010607306845486164,0.0057325055822730064,0.08786693215370178,0.287799209356308,0.0001,2317.0537058690097
8,0.002743741916757634,0.012221544323598637,0.011793544218656004,0.024890622128461874,0.011792474543475144,0.024888850676201786,0.00349821970079429,0.015274253114205836,0.003490908812608228,0.015255276566366934,0.00013908768523739447,0.0006195430699418759,0.9973950497570188,0.9984394113464415,0.7450222112072794,0.7450222112072794,0.7805008342305367,0.7805008342305367,0.016799338775193805,0.016799338775193805,0.016986831247771002,0.016986831247771002,-0.011506550014019012,-0.03731541335582733,10.414969444274902,18.80621337890625,0.05342642962932587,0.2892947494983673,0.0052886707708239555,0.0048278989270329475,0.053704168647527695,0.287799209356308,0.0001,2316.6223239999963
9,0.0027324807054064392,0.013392012721548477,0.011769317079599469,0.0260552733988519,0.011768173498619514,0.026049701558217564,0.003499914705580795,0.015729185888312357,0.00349113746268941,0.01568261535452996,0.0001385168245201518,0.0006788772718889194,0.9974057413126486,0.9982899523550995,0.7733719753687149,0.7733719753687149,0.8001883764017439,0.8001883764017439,0.018626890422969108,0.018626890422969108,0.017267162490927888,0.017267162490927888,-0.02279093861579895,-0.05575728416442871,15.790996551513672,18.958026885986328,0.145889014005661,0.2896365225315094,0.009792596101760864,0.011048535816371441,0.14792445302009583,0.287799209356308,0.0001,2333.2074180769996
10,0.0027243218115574515,0.019825436243349138,0.011751732979103839,0.03170181180758524,0.011750634693943747,0.03170121249937834,0.0034852615717374234,0.019632567647195016,0.0034774019553072393,0.019625043374286975,0.00013810322801215678,0.0010050048718835507,0.9974134874924993,0.9974684581655,0.7389776956106954,0.7389776956106954,0.731621637279245,0.731621637279245,0.016646861601907228,0.016646861601907228,0.014164731407874144,0.014164731407874144,-0.014092609286308289,-0.02101382613182068,10.482657432556152,18.782121658325195,0.04241421818733215,0.29305610060691833,0.012555924244225025,0.0016919577028602362,0.041815053671598434,0.287799209356308,0.0001,2347.812032547008
11,0.0027139848347325912,0.01944460588343003,0.011729416768674401,0.03139585236159798,0.011728256259976422,0.03139454593912445,0.0034829690747292456,0.019476279438739873,0.0034745357010014834,0.019462186370405747,0.00013757921773326025,0.0009856995455112577,0.9974233016075786,0.9975170870256254,0.752484808275187,0.752484808275187,0.741117521254514,0.741117521254514,0.017435213320105312,0.017435213320105312,0.01414313817892389,0.01414313817892389,-0.0055663734674453735,-0.03944487124681473,11.276643753051758,19.034542083740234,0.08908192813396454,0.2933891713619232,0.008299104869365692,0.0032449455466121435,0.08716796338558197,0.287799209356308,0.0001,2380.1936838310066
