epoch,train_loss,val_loss,train_rmse_raw,val_rmse_raw,train_rmse_clamped,val_rmse_clamped,train_mae_raw,val_mae_raw,train_mae_clamped,val_mae_clamped,train_mse_raw,val_mse_raw,train_nse_raw,val_nse_raw,val_csi_gamma_0_001_raw,val_csi_gamma_0_001_clamped,val_csi_gamma_0_01_raw,val_csi_gamma_0_01_clamped,val_path_iou_gamma_0_001_raw,val_path_iou_gamma_0_001_clamped,val_path_iou_gamma_0_01_raw,val_path_iou_gamma_0_01_clamped,train_pred_min,val_pred_min,train_pred_max,val_pred_max,train_pred_mean,val_pred_mean,train_negative_prediction_ratio,val_negative_prediction_ratio,train_target_mean,val_target_mean,learning_rate,epoch_time_sec
1,0.0028693093714767326,0.01614968593040591,0.012060391372109859,0.028612430254341667,0.012059897711963483,0.028612194372491382,0.0037467296420004292,0.018781512964566704,0.0037391636358563365,0.01877607836831137,0.00014545304004846192,0.0008186711650595664,0.9972758340865583,0.997937820645234,0.7114156131860065,0.7114156131860065,0.7195960032313579,0.7195960032313579,0.014475261440551139,0.014475261440551139,0.013615215901801241,0.013615215901801241,0.0063592009246349335,-0.009168878197669983,15.247109413146973,18.746482849121094,0.19501428306102753,0.2924060821533203,0.0,0.0011560553684830666,0.19753983616828918,0.28728044033050537,0.0001,465.6628653
2,0.0028004973369498915,0.011279018731632581,0.011914897023326373,0.02391158508322253,0.011913793722953155,0.023909318893211063,0.0035924016941383486,0.015029042289979129,0.003581694124449552,0.015005786410880979,0.00014196477107647167,0.0005717639011921902,0.9973411652987987,0.9985597639648719,0.7348588503180921,0.7348588503180921,0.7620343872630777,0.7620343872630777,0.015854203544448504,0.015854203544448504,0.015876560937528386,0.015876560937528386,-0.0025011003017425537,-0.0208866149187088,8.72761344909668,18.70797348022461,0.06935591250658035,0.28886786103248596,0.00021974605624563992,0.005062844604253769,0.06967661529779434,0.28728044033050537,0.0001,455.2065742
3,0.0027835809645938136,0.01963930682954835,0.011878856580827048,0.03155264603975152,0.011877416489764443,0.03155155909559157,0.003582502123629204,0.020666648502881736,0.003567363647211031,0.02064564694567158,0.00014110723366785808,0.0009955694721098473,0.9973572259749953,0.9974922253289928,0.7635280112948886,0.7635280112948886,0.7181952247655299,0.7181952247655299,0.015308741194753691,0.015308741194753691,0.012497258943195503,0.012497258943195503,-0.010905437171459198,-0.01630612462759018,10.722872734069824,18.817134857177734,0.08703901618719101,0.29409265518188477,0.013628598302602768,0.005058501847088337,0.08440961688756943,0.28728044033050537,0.0001,468.3272519000002
4,0.0027671295182572467,0.014808376545689124,0.011843701553303618,0.027398477586589705,0.011842403709861707,0.027398054451477732,0.0035521393452702336,0.017808370861900968,0.0035404541280462075,0.017800391202936645,0.00014027326648372655,0.0007506765740628584,0.9973728452083588,0.9981090945923002,0.7228345890565717,0.7228345890565717,0.7359547701114642,0.7359547701114642,0.015115675719014371,0.015115675719014371,0.01423128874896128,0.01423128874896128,-0.011144094169139862,-0.011609412729740143,14.153045654296875,18.76871681213379,0.15919727087020874,0.2913462221622467,0.006444726139307022,0.002278236672282219,0.16127341985702515,0.28728044033050537,0.0001,464.6141583000003
5,0.0027459036497878876,0.017135351111053253,0.01179818927037784,0.029472651617316523,0.011797087129848694,0.02947058036842229,0.0035131014585184995,0.01899553602044717,0.0035035852547712684,0.018969574152615392,0.0001391972700596588,0.0008686371933557104,0.9973929973672992,0.9978119594736309,0.7556754345060983,0.7556754345060983,0.7432316073989234,0.7432316073989234,0.01739181640110343,0.01739181640110343,0.0141378985597981,0.0141378985597981,0.00034555792808532715,-0.025703154504299164,1.1042412519454956,18.832664489746094,0.0047067091800272465,0.29260748624801636,0.0,0.0065645878203213215,0.004123258404433727,0.28728044033050537,0.0001,461.5476087999996
6,0.0027269833978812268,0.016336371528678666,0.01175747212270145,0.02877733082347624,0.011756524954491318,0.028774018432949824,0.003490295367560265,0.017833437352117034,0.003481969046657414,0.017795103572672676,0.0001382381507161017,0.0008281347693237955,0.997410960554743,0.9979139824423409,0.7775195825426969,0.7775195825426969,0.771604959489673,0.771604959489673,0.01712949601080107,0.01712949601080107,0.015100328939272673,0.015100328939272673,-0.0045516714453697205,-0.03180362284183502,5.937301158905029,18.871524810791016,0.03329583629965782,0.29123005270957947,0.0010605135466903448,0.009333561174571514,0.03779754415154457,0.28728044033050537,0.0001,462.95245479999994
7,0.002722468770962995,0.010005142304626312,0.011747735663497703,0.0225208274450868,0.011747081562063947,0.022513635119295234,0.003471216825274202,0.0132667052352994,0.0034661844541899055,0.013211646932683471,0.00013800929321941584,0.0005071876688113749,0.9974152467889207,0.9987224272891807,0.7923231025934384,0.7923231025934384,0.8270902246343385,0.8270902246343385,0.0161859382331195,0.0161859382331195,0.019644191211616886,0.019644191211616886,-0.0002315044403076172,-0.05134350806474686,1.0381957292556763,18.72842788696289,0.0024313097819685936,0.28690147399902344,0.0004690231871791184,0.009922446683049202,0.0021902520675212145,0.28728044033050537,0.0001,457.4912724000005
8,0.0027073149400627383,0.02310248055750979,0.01171499481244739,0.034221734196638855,0.011714383381551764,0.034220290339466115,0.0034437863029760855,0.02224344345179946,0.003438495533790999,0.02222743394843475,0.00013724110345566924,0.001171127091425401,0.9974296340878643,0.997050007117853,0.7615882756534377,0.7615882756534377,0.7319259918564954,0.7319259918564954,0.01704619140871953,0.01704619140871953,0.013471117278395008,0.013471117278395008,-0.019155092537403107,-0.03731323778629303,11.014404296875,18.923843383789062,0.09180857241153717,0.29575929045677185,0.042715854942798615,0.003202386200428009,0.08974465727806091,0.28728044033050537,0.0001,455.33552490000056
9,0.0026932545610406575,0.023951238512025012,0.011684534433045936,0.03484469724759907,0.011684005111504945,0.034843639286772164,0.0034363455952728214,0.022442656292790755,0.0034312021118371146,0.02243026686616994,0.0001365283449170361,0.0012141529262768378,0.9974429832245673,0.9969416278416074,0.7571393112426694,0.7571393112426694,0.7335709705965766,0.7335709705965766,0.017788240277117548,0.017788240277117548,0.013655291856393432,0.013655291856393432,-0.01010970026254654,-0.0323934480547905,10.167871475219727,18.98432159423828,0.07919703423976898,0.29577580094337463,0.0012446485925465822,0.002464108867570758,0.07704843580722809,0.28728044033050537,0.0001,456.21132149999994
10,0.002677413743943151,0.01663578555499222,0.011650121506839776,0.029039849819529145,0.011649656315245407,0.029039248410085237,0.0034052845308255356,0.018532199079707854,0.0034019815384683494,0.018524623660896827,0.0001357253311241307,0.000843312877540807,0.9974580227369895,0.9978757497761064,0.7281516781958145,0.7281516781958145,0.7542560339943573,0.7542560339943573,0.015819768282746595,0.015819768282746595,0.015150841701391523,0.015150841701391523,2.294778823852539e-06,-0.024483323097229004,1.0383378267288208,18.902572631835938,0.0026403521187603474,0.2922009229660034,0.0,0.0016971691511571407,0.002271039877086878,0.28728044033050537,0.0001,458.5458794999995
11,0.002673679083135387,0.015088724262336744,0.011641993476321432,0.027656611465239095,0.011641581504815037,0.027655699266370827,0.003418469636295153,0.016647684005102397,0.0034150436276782193,0.016632059811129564,0.00013553601210271077,0.0007648881577391946,0.9974615684616078,0.9980732965384459,0.7854215479991654,0.7854215479991654,0.7947658359653081,0.7947658359653081,0.016704603351675465,0.016704603351675465,0.016698444473502785,0.016698444473502785,-0.007847204804420471,-0.02097475528717041,10.793427467346191,18.93292999267578,0.08843721449375153,0.29006510972976685,0.0015773075865581632,0.0027385742869228125,0.0857476070523262,0.28728044033050537,0.0001,457.51360189999923
